-0.015029,0.035682,1.159880,0.328520
-0.043839,0.034369,1.063064,0.317720
0.029380,0.034914,1.332543,0.328013
0.039529,0.036104,1.613213,0.333153
0.000413,0.035761,1.586628,0.332955
0.074346,0.037458,1.177938,0.343051
-0.004283,0.036111,1.072612,0.331840
-0.036505,0.034871,0.806902,0.321133
0.036936,0.034830,0.985412,0.317847
0.015480,0.034245,1.324383,0.315757
0.025760,0.033925,1.413612,0.310171
0.010281,0.035507,0.841463,0.326077
0.037817,0.035067,1.548445,0.322785
0.041272,0.035108,1.578871,0.325303
-0.027426,0.035995,1.571162,0.330342
0.104636,0.035347,1.403831,0.326041
0.006349,0.035711,1.110700,0.328404
0.046097,0.035525,1.446924,0.323192
-0.074435,0.034638,0.957379,0.317067
0.028219,0.035712,0.913979,0.331739
-0.014480,0.035099,1.006825,0.327691
0.069122,0.034998,1.335684,0.322350
0.008079,0.035968,1.127354,0.329252
0.028287,0.035747,1.454799,0.330122
0.039584,0.036839,1.165614,0.337546
0.033048,0.034634,1.288839,0.313396
0.037374,0.034031,1.278286,0.311019
0.038890,0.035179,1.544927,0.325667
0.044118,0.034898,0.789746,0.319367
0.029950,0.035659,1.621913,0.327634
0.080606,0.035352,1.117081,0.327001
-0.023776,0.035161,1.368260,0.324879
0.092945,0.034138,1.331726,0.310833
0.014997,0.034612,1.315021,0.318451
-0.021764,0.035911,0.938092,0.333560
0.024600,0.035586,1.202463,0.324777
0.015585,0.035078,1.412274,0.323811
-0.046905,0.034133,0.784653,0.315580
-0.051204,0.035225,1.367733,0.321676
0.046405,0.034456,1.458783,0.318738
0.022636,0.036530,0.762164,0.341622
-0.035938,0.034422,1.300705,0.312860
0.037067,0.035368,1.280426,0.326752
0.023072,0.035298,1.021587,0.323130
0.005327,0.035266,1.385192,0.324868
0.048864,0.035317,1.403940,0.328709
0.006907,0.034772,1.137186,0.318254
-0.026839,0.035383,1.482003,0.327860
0.005841,0.036199,0.928234,0.333242
0.036953,0.034811,1.134462,0.324461
0.035054,0.035316,1.177087,0.324448
0.023679,0.035799,1.126587,0.330925
-0.011534,0.036076,1.443186,0.333618
0.044051,0.035770,1.113348,0.329568
0.020737,0.035107,1.367679,0.320614
0.026673,0.034690,1.228925,0.321695
-0.047987,0.035436,1.500266,0.325544
0.038034,0.035413,1.480399,0.326473
0.046469,0.037337,1.514272,0.342506
-0.022103,0.035871,1.270980,0.329986
0.002004,0.035217,1.252232,0.322186
0.046717,0.035465,1.198627,0.324549
0.006071,0.034962,1.286272,0.326467
-0.008306,0.035776,1.587380,0.325404
0.024247,0.035955,1.092026,0.330119
0.007778,0.033901,1.303480,0.314944
0.045697,0.034663,1.010257,0.323432
0.009118,0.034216,1.190915,0.317149
-0.020122,0.035316,1.165068,0.324977
-0.010526,0.037069,1.462688,0.340161
-0.013087,0.035839,1.353436,0.330522
0.054037,0.034975,0.987982,0.320307
0.021012,0.035111,1.387718,0.322194
0.015940,0.035483,1.300498,0.331027
-0.019695,0.036809,1.066312,0.337201
-0.018825,0.035427,1.556729,0.324623
0.005640,0.034990,1.206983,0.322989
-0.022216,0.034653,0.955124,0.316567
-0.008996,0.036841,0.768467,0.338247
0.018040,0.034696,1.494330,0.321368
-0.043638,0.035644,1.688586,0.325395
0.060124,0.035695,1.049032,0.323921
0.021416,0.035673,1.183863,0.323457
0.003627,0.036015,1.121186,0.326991
-0.015071,0.036190,1.140409,0.333804
0.010620,0.035497,0.632751,0.328587
0.027560,0.035715,1.099510,0.328223
0.005712,0.035524,1.280410,0.324146
0.026243,0.035862,1.500729,0.333874
0.002498,0.035712,1.384704,0.325894
-0.027269,0.034121,1.107005,0.309708
-0.015750,0.035778,0.730534,0.328944
-0.003297,0.035600,1.282217,0.328902
0.051076,0.035708,1.037988,0.325557
0.012784,0.036563,1.416885,0.336076
0.051671,0.035041,1.259477,0.322985
-0.003799,0.035618,1.872407,0.326838
-0.027901,0.035102,1.760750,0.320037
-0.014829,0.035403,0.889269,0.324805
0.046516,0.035731,1.454765,0.328893
0.026489,0.036825,1.475182,0.340057
-0.009402,0.036832,1.437255,0.339960
0.038124,0.035361,1.216140,0.325686
0.094117,0.035356,1.390725,0.326451
0.017080,0.036415,1.349833,0.333902
0.014294,0.034693,1.379949,0.321011
0.058504,0.034931,0.953115,0.323870
0.054822,0.034584,1.489932,0.317687
-0.028710,0.036137,0.667801,0.331765
0.005571,0.035476,1.339311,0.326437
0.017402,0.035875,1.204941,0.331243
0.054494,0.035667,1.545856,0.328515
