0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937,0.031937
0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058,0.022058
0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694,0.039694
0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621,0.045621
0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876,0.014876
0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058,0.037058
0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622,0.032622
0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639,0.044639
0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961,0.050961
0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137,0.022137
