0.132289,0.096055,3.153281,2.401767
-0.029992,0.140192,0.105725,3.457267
-0.106053,0.113704,0.849958,2.992708
-0.168911,0.11015,0.691942,2.744095
0.034478,0.086029,1.967853,2.16045
-0.240667,0.113257,0.047261,2.946461
-0.629006,0.071907,2.540628,1.812119
-0.022075,0.102129,5.913754,2.584884
-0.002778,0.080746,2.275655,2.126162
-0.217629,0.154937,2.44129,3.916011
-0.694547,0.091392,2.373111,2.250887
-0.366469,0.07768,2.209592,1.977214
-0.217292,0.108513,-0.916318,2.594158
-0.032233,0.088929,1.614023,2.344462
-0.181127,0.09425,2.066934,2.449095
-0.39076,0.075884,3.229346,1.908282
-0.660088,0.07088,2.37192,1.879191
0.088103,0.120245,-0.408465,3.140469
0.421308,0.11494,1.564329,2.77338
0.097651,0.08349,1.953359,2.226417
-0.237492,0.07844,0.856526,1.998162
-0.488552,0.198434,3.926497,4.867686
-0.163432,0.169274,-0.118034,4.018785
-0.134301,0.091193,2.933726,2.404989
0.03141,0.084311,0.362501,2.1112
-0.253246,0.113248,-0.00822,2.915209
-0.288756,0.112568,4.121631,2.890097
0.145036,0.082649,-0.932243,2.112371
-0.038815,0.091759,2.358738,2.272555
-0.139715,0.094355,0.209017,2.210339
0.238534,0.121997,1.854394,3.055456
-0.460158,0.082647,4.704647,2.242542
-0.039995,0.153838,0.962154,3.762072
-0.628417,0.158416,5.811139,4.006775
0.326663,0.106383,-0.680958,2.649328
-0.279612,0.064859,2.134999,1.63871
-0.160782,0.13045,6.188849,3.16072
-0.044783,0.144475,-2.805635,3.530239
-0.079419,0.088485,-0.887886,2.221437
-0.36246,0.145853,5.124139,3.716633
0.078806,0.118642,3.008618,2.988038
-0.088589,0.09247,0.294947,2.394241
-0.170632,0.090068,4.582456,2.308226
-0.143994,0.079277,3.178295,1.945976
0.316664,0.202502,3.327974,5.204199
-0.339317,0.088987,2.227338,2.365411
0.015429,0.110693,-1.839315,2.807803
-0.002936,0.12463,1.793287,3.140699
-0.402544,0.127631,2.150978,3.254566
0.010655,0.081708,1.817423,1.937459
-0.350966,0.10851,3.459864,2.696831
-0.316375,0.21035,0.776855,5.470966
-0.424818,0.116752,2.782251,2.767576
-0.243473,0.076524,1.944095,1.953201
0.113619,0.146772,2.707667,3.55218
-0.455359,0.112719,8.522577,2.851284
-0.000317,0.106915,1.280488,2.836373
-0.199199,0.081178,2.008023,2.139748
0.287561,0.168322,3.791542,4.375647
-0.509897,0.085872,3.941095,2.134161
0.027879,0.084445,-0.169482,2.056924
-0.238005,0.158114,2.206917,4.020402
-0.62018,0.085895,3.297514,2.257739
-0.317791,0.083185,0.712602,2.254757
0.121661,0.101174,1.302223,2.650151
-0.307982,0.11068,2.257673,2.840037
-0.224417,0.109732,1.664657,2.868541
-0.011418,0.235982,6.965941,6.328452
0.414736,0.163232,-1.18094,3.859874
-0.250153,0.097554,2.747842,2.315803
-0.248048,0.072399,2.132986,1.744701
-0.06547,0.109798,2.835801,2.739121
-0.094279,0.08881,-1.55095,2.196507
-0.022712,0.075373,1.900653,1.976757
-0.663299,0.193762,7.694027,4.954713
-0.234565,0.085356,2.950903,2.113383
0.022751,0.123459,2.343843,3.192957
-0.338957,0.107775,2.69029,2.796267
-0.370123,0.076607,1.01044,1.941088
-0.211592,0.116868,4.715158,2.911668
-0.120698,0.117557,1.45544,3.053254
0.30601,0.147197,-1.512751,3.581349
-0.148096,0.184165,4.381044,4.475577
0.139443,0.075147,1.624828,1.893491
0.344717,0.095848,0.072404,2.544838
0.092451,0.115424,0.628156,2.969037
-0.587888,0.190564,6.521283,4.861351
-0.251083,0.105638,1.819672,2.786067
-0.91433,0.066009,2.300974,1.674104
-0.129008,0.07723,2.172397,1.942525
-0.020389,0.117876,5.25712,2.946448
-0.589357,0.082016,2.478457,2.166851
-0.185788,0.082548,2.827729,2.116756
-0.232255,0.127818,-1.519073,3.147242
-0.252967,0.079725,-1.517494,1.992728
-0.18602,0.073516,1.835203,1.783523
-0.367121,0.239028,1.140131,5.823501
-0.09396,0.083566,0.812252,2.100486
-0.129728,0.14166,1.837527,3.425977
-0.422289,0.065372,2.551431,1.722238
0.019354,0.156983,0.919089,4.109663
0.108628,0.098206,-1.441154,2.413714
-0.138362,0.09305,1.943551,2.363951
0.244314,0.10247,0.184212,2.621262
0.019831,0.125842,0.574238,3.08555
0.027723,0.08015,2.013163,2.049781
0.127716,0.084467,-0.552941,2.305386
0.020785,0.119213,-1.413,3.143733
-0.53652,0.086937,4.8306,2.203402
0.130704,0.12027,7.537745,2.784134
-0.283763,0.077751,3.993928,1.935417
-0.120852,0.11301,1.628011,2.854789
-0.145936,0.0732,1.798026,1.908275
-0.370024,0.069651,2.109143,1.737141
0.011689,0.080396,2.517763,2.071728
-0.357597,0.128503,2.656484,3.136103
-0.117052,0.120869,3.736931,3.004004
0.043944,0.095741,1.975401,2.460474
-0.066504,0.123301,3.861083,3.343593
-0.188603,0.090294,1.767649,2.256538
0.054527,0.086843,1.802734,2.253551
-0.304202,0.16267,2.994903,4.162181
-0.364082,0.078607,2.160465,1.984535
-0.079956,0.077635,2.478404,1.910645
0.348557,0.089577,1.735509,2.349062
-0.312522,0.16793,2.454954,4.350382
-0.43895,0.141861,4.046235,3.47565
0.327361,0.124451,4.305612,3.035801
-0.640801,0.114635,-5.405291,2.929622
-0.199901,0.072526,-0.18757,1.833223
0.276729,0.210471,1.646131,5.283422
0.103211,0.111122,2.951346,2.913193
0.178536,0.136275,0.694503,3.666015
-0.100849,0.116869,0.082313,2.984863
-0.030085,0.088453,1.830461,2.229458
0.09278,0.11541,1.316138,2.833849
-0.249036,0.088809,1.715163,2.218386
-0.043075,0.079309,1.886276,2.030361
-0.192029,0.172879,6.961529,4.660411
-0.085118,0.168733,0.649022,4.303645
-0.006243,0.080709,1.616185,2.091482
0.408937,0.093883,4.631938,2.419274
-0.370912,0.071116,2.761743,1.867715
0.034666,0.145805,6.049918,3.620093
-0.33261,0.140354,1.526964,3.685128
-0.310334,0.118768,1.728533,2.968024
-0.105402,0.157234,1.153324,4.060504
0.091873,0.078148,1.661106,1.870998
-0.196381,0.171425,-0.310854,4.558207
-0.567835,0.074256,2.506475,1.850325
-0.27679,0.133382,2.799189,3.602888
0.104577,0.087511,-0.943875,2.157845
-0.159752,0.085237,1.976518,2.131135
-0.002302,0.078892,1.984349,1.942835
-0.40088,0.102224,4.031598,2.61136
-0.082474,0.12202,1.515081,3.148442
-0.588685,0.066967,1.574109,1.752664
-0.628971,0.093989,2.723892,2.520521
-0.285425,0.06979,-0.327733,1.8182
-0.159289,0.076268,4.128594,2.045147
-0.042553,0.12323,5.350678,3.184548
