-0.085363,0.123130
0.181682,0.133746
0.106405,0.127833
0.062492,0.115019
-0.075485,0.123847
0.075904,0.111204
-0.028889,0.113817
-0.069983,0.117452
0.022875,0.127310
0.443291,0.122848
0.203904,0.121756
-0.019260,0.129053
-0.212865,0.120684
-0.144135,0.104314
0.056016,0.126153
0.081363,0.127258
0.158393,0.120720
0.051613,0.113714
-0.100574,0.114481
0.057087,0.128237
0.132896,0.133511
0.014285,0.127100
0.388145,0.111940
-0.083884,0.122968
-0.122518,0.133219
-0.109426,0.124576
0.007793,0.120903
0.068874,0.122676
0.062500,0.122104
0.028474,0.123365
-0.014646,0.115580
0.182785,0.126957
0.113724,0.123291
0.028539,0.119825
0.067671,0.119443
-0.168039,0.126451
-0.100926,0.126321
0.172789,0.113980
0.240025,0.121478
0.017217,0.131810
-0.057115,0.117900
0.141654,0.119594
-0.028528,0.141680
0.056937,0.109198
-0.179744,0.119494
0.038372,0.130082
0.113400,0.116190
-0.035015,0.119579
-0.046455,0.139731
0.043617,0.110891
-0.089850,0.126540
0.138559,0.107245
0.047756,0.125554
0.055076,0.119394
-0.112724,0.126715
0.232935,0.118389
-0.154506,0.127791
0.027639,0.123420
-0.021459,0.129758
0.109237,0.118801
0.094022,0.114127
0.070372,0.116207
0.015399,0.119533
0.150466,0.119178
-0.018226,0.117779
-0.097015,0.123415
0.083699,0.126959
0.029177,0.142424
0.123000,0.119955
-0.039717,0.121988
0.017877,0.115588
0.090445,0.120033
0.048231,0.112275
0.090103,0.126971
0.119565,0.116764
-0.124936,0.125598
0.188765,0.135325
-0.075597,0.121071
0.124405,0.134532
-0.109492,0.126793
-0.031572,0.130043
0.004120,0.126488
-0.035653,0.121441
0.021995,0.125124
0.018000,0.124706
0.044894,0.127112
-0.022613,0.114444
-0.105510,0.112937
0.289811,0.115774
0.360318,0.125623
0.145032,0.126745
-0.052954,0.115755
-0.046274,0.119221
0.034154,0.107151
-0.104743,0.125672
0.140357,0.118140
0.131438,0.134652
-0.156200,0.126971
0.024955,0.121984
-0.109732,0.122409
-0.014236,0.120890
-0.178818,0.119899
-0.030000,0.123758
0.220933,0.133550
0.187407,0.104935
-0.262438,0.107351
0.026886,0.117452
0.136427,0.118830
0.179723,0.117230
0.109836,0.109775
-0.058939,0.125047
-0.149072,0.128667
-0.068833,0.127093
-0.081660,0.137701
0.111091,0.124482
-0.012162,0.143896
0.038704,0.132751
-0.098774,0.128637
0.011207,0.111501
-0.014067,0.114635
0.094277,0.129749
-0.019301,0.122937
-0.005664,0.124672
0.017342,0.129359
0.137610,0.125079
-0.051904,0.129161
-0.133269,0.122286
0.063232,0.135349
0.125019,0.113680
0.022117,0.117804
0.293918,0.113906
-0.218538,0.114974
-0.018277,0.118902
-0.098699,0.120551
-0.222024,0.120716
0.236073,0.118655
0.139369,0.127475
-0.088716,0.118005
-0.082553,0.139462
0.004493,0.122437
0.167877,0.127782
0.130959,0.112388
0.060412,0.115171
0.114922,0.112930
0.178944,0.117674
-0.159015,0.114571
0.107754,0.127459
-0.143011,0.126594
0.180734,0.126561
-0.017910,0.119346
-0.037291,0.118950
0.127739,0.136103
0.013166,0.132071
-0.088474,0.115084
0.263815,0.129856
-0.047573,0.140882
-0.018561,0.128807
-0.077469,0.134841
0.093422,0.131478
0.162588,0.132086
0.130126,0.123748
0.277034,0.114941
0.109497,0.124151
-0.136437,0.124098
-0.117098,0.116297
0.015560,0.130684
-0.060872,0.135884
0.108327,0.116447
-0.058005,0.123733
0.218548,0.125687
0.122696,0.111618
-0.118918,0.123337
-0.068505,0.126754
0.053498,0.106840
-0.122287,0.100853
-0.116997,0.131653
-0.003852,0.116774
0.222158,0.112543
-0.081926,0.127217
0.133060,0.140285
-0.040439,0.130946
0.057360,0.134972
-0.015640,0.117536
-0.139355,0.135585
0.086109,0.135497
0.133894,0.117962
0.059779,0.103026
0.054962,0.109830
-0.291457,0.117166
0.196950,0.137754
0.149946,0.119070
-0.016704,0.116246
-0.016688,0.136153
-0.071167,0.109308
-0.022755,0.117461
0.147530,0.120345
0.155936,0.117410
0.039875,0.115494
0.227968,0.118580
0.146374,0.124742
0.080690,0.122464
0.057008,0.126179
0.140767,0.115329
0.042770,0.128130
0.152585,0.123273
0.128938,0.126020
-0.095354,0.112836
0.035350,0.123271
0.078947,0.124336
-0.127774,0.122047
0.066321,0.120569
-0.142429,0.120016
-0.019508,0.115317
-0.021586,0.121210
-0.230056,0.140865
-0.124797,0.128632
-0.180944,0.133988
-0.091160,0.120756
-0.009325,0.105360
-0.212024,0.117457
0.058868,0.117735
0.127839,0.132160
-0.165204,0.122273
-0.026478,0.129409
0.025605,0.110871
0.092375,0.130829
-0.074992,0.122024
0.137038,0.118427
0.069753,0.129590
0.112907,0.115403
-0.005422,0.117233
-0.025500,0.120427
-0.084496,0.124534
-0.045708,0.130564
0.180587,0.112232
-0.018779,0.110851
-0.011605,0.119248
-0.048260,0.120260
0.001385,0.126143
-0.042192,0.138029
0.087920,0.121340
0.045715,0.112718
0.015695,0.124412
0.157770,0.131770
-0.142682,0.110242
-0.056771,0.133203
0.092812,0.126772
0.144797,0.112396
-0.189421,0.126580
0.100074,0.105019
0.025597,0.127581
-0.032853,0.118614
-0.016367,0.127793
-0.235048,0.121367
-0.015857,0.111362
-0.035791,0.134691
-0.127028,0.120534
0.013189,0.121623
0.131877,0.125675
0.186913,0.150607
0.080898,0.126212
0.196671,0.128065
-0.171651,0.122035
0.149626,0.104962
-0.153959,0.121628
0.004100,0.125541
-0.065115,0.124184
-0.040095,0.126077
0.067432,0.108124
0.174426,0.119713
0.227220,0.133736
0.012398,0.120578
-0.059924,0.113867
-0.205533,0.113449
0.194009,0.118318
-0.042952,0.115551
0.106470,0.117654
0.022005,0.102488
-0.069688,0.117728
-0.026766,0.129508
0.160876,0.115360
-0.185608,0.134399
0.004953,0.135214
-0.021709,0.114808
0.006189,0.122239
0.269696,0.113612
0.029368,0.138433
0.056624,0.119728
-0.056888,0.131516
0.068062,0.113749
-0.154589,0.119423
-0.057885,0.139108
0.004485,0.130567
-0.141882,0.114793
0.102587,0.104930
-0.061139,0.114561
0.042996,0.118904
-0.093799,0.133894
0.065150,0.116985
0.234922,0.112127
0.190288,0.129284
-0.128398,0.127790
0.082604,0.113210
0.077230,0.126556
-0.130098,0.114254
-0.224141,0.126726
-0.122518,0.125085
0.148157,0.116510
-0.023832,0.115723
0.241971,0.131386
-0.177232,0.128787
0.005483,0.130870
0.151584,0.140281
0.118626,0.130848
0.114405,0.122691
0.159401,0.128244
0.321695,0.117443
-0.204305,0.108251
-0.071913,0.115882
0.199904,0.117444
-0.140250,0.125933
0.149354,0.116711
0.018991,0.139173
0.062929,0.128866
0.065115,0.122273
-0.118946,0.135193
-0.169485,0.129736
-0.057753,0.125547
0.203783,0.131703
0.097944,0.116987
0.034042,0.125707
-0.091791,0.127667
0.017315,0.131071
-0.057150,0.136339
-0.044187,0.127313
-0.029032,0.128874
-0.077785,0.123812
0.130098,0.119223
-0.034761,0.120305
-0.041145,0.124801
-0.092781,0.121390
-0.177076,0.113956
0.028342,0.113500
0.095997,0.122900
-0.124402,0.134412
-0.039245,0.109499
-0.220553,0.130163
0.076040,0.122398
0.071694,0.113763
0.252639,0.121201
0.135442,0.124603
0.172429,0.111774
0.067445,0.126795
-0.065904,0.135656
0.107266,0.126860
-0.012182,0.118373
0.094480,0.134867
0.107613,0.121555
0.162116,0.126054
0.078114,0.112863
0.042001,0.127557
-0.014063,0.130805
0.092581,0.120084
-0.007634,0.133088
0.123600,0.124518
-0.137899,0.111935
-0.095750,0.131773
0.237756,0.117783
0.157936,0.113656
0.092447,0.111392
-0.184290,0.111160
0.197742,0.117930
-0.037409,0.117914
-0.100153,0.126038
